,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category
9874,9875,009257607.jpg,-1,-1,-1,-1,700,611,607,594,607,619,-1,-1,654,603,681,325,687.16,276.5998,702.84,153.4002,741,481,787,501,783,334,578,315,541,468,557,545,3.7258019271024057,"stair climbing, fast pace",walking
9875,9876,071260468.jpg,511,557,596,441,535,301,507,303,575,424,540,563,521,302,562,130,577.6725,103.506,630.3275,14.494,555,283,536,195,593,121,531,139,491,217,518,288,3.102597621348924,"stair climbing, fast pace",walking
9876,9877,006958178.jpg,692,572,714,417,686,437,606,431,616,511,643,627,646,434,662,202,669.863,151.2477,687.137,39.7523,755,419,753,341,741,215,582,189,541,305,594,282,3.384765870780429,"stair climbing, fast pace",walking
9877,9878,049636437.jpg,543,696,619,561,584,402,619,410,654,561,621,700,602,406,642,225,655.4167,203.501,711.5833,113.499,678,400,605,336,629,226,654,224,629,301,611,371,3.18269319916325,"stair climbing, fast pace",walking
9878,9879,093226784.jpg,495,586,503,535,499,474,487,471,487,521,483,573,493,473,501,400,508.0,374.0,525.0,320.0,523,503,508,455,507,413,494,386,499,424,515,448,1.720818409943362,"standing quietly, standing in a line",inactivity quiet/light
9879,9880,087629664.jpg,-1,-1,-1,-1,514,667,613,710,-1,-1,-1,-1,564,689,628,384,635.0365,355.4555,673.9635,197.5445,390,617,437,489,518,371,737,396,824,537,731,388,4.879147466515026,"standing, miscellaneous",miscellaneous
9880,9881,031938412.jpg,-1,-1,-1,-1,816,677,-1,-1,-1,-1,-1,-1,-1,-1,995,354,1008.1465,288.0769,1050.8535,73.9231,932,413,762,493,851,295,1138,413,1089,642,977,454,6.551120820134521,"running, marathon",running
9881,9882,058636414.jpg,344,490,341,410,348,347,378,354,398,416,433,460,363,351,345,248,343.0,237.0,332.0,180.0,323,341,320,290,325,246,365,250,359,303,317,303,1.73929640947137,"running, marathon",running
9882,9883,007729349.jpg,-1,-1,-1,-1,730,684,744,668,-1,-1,-1,-1,737,676,766,468,778.4923,445.3288,834.5077,343.6712,742,566,657,531,732,465,799,470,764,520,849,549,3.4820683508512573,"running, marathon",running
9883,9884,025787000.jpg,632,400,642,326,679,456,563,475,460,350,568,408,621,466,682,434,682.7793,423.2193,693.2207,278.7807,737,255,810,305,766,421,597,446,553,371,642,315,4.344464063610148,sitting quietly,inactivity quiet/light
9884,9885,009422238.jpg,-1,-1,690,357,685,251,624,254,627,392,-1,-1,655,253,655,142,655.1544,138.7579,657.8456,82.2421,803,238,761,177,704,143,605,141,556,155,517,225,1.6973956521683444,"stair climbing, fast pace",walking
9885,9886,031518729.jpg,-1,-1,-1,-1,462,460,615,437,-1,-1,-1,-1,539,449,521,129,515.099,93.4098,494.901,-28.4098,249,303,371,297,441,183,601,75,483,127,433,80,3.704483769703951,"stair climbing, fast pace",walking
9886,9887,087518721.jpg,546,519,517,469,485,415,520,423,510,506,507,593,503,419,498,292,496.3188,287.7409,469.6812,220.2591,435,421,453,357,462,291,534,293,510,351,481,267,2.176470537360889,"walking, general",walking
9887,9888,034716684.jpg,-1,-1,-1,-1,665,576,799,520,-1,-1,-1,-1,732,548,744,211,737.0,229.0,809.0,12.0,578,530,537,384,609,208,878,214,874,419,739,495,6.87142256013993,"sitting, writing, desk work, typing",miscellaneous
9888,9889,056189810.jpg,720,579,659,514,648,425,612,427,595,501,583,579,630,426,618,336,618.2529,325.7563,619.7471,265.2437,591,364,615,369,631,336,605,335,640,380,601,392,1.815929514050587,running,running
9889,9890,043338085.jpg,950,525,919,418,865,314,902,319,880,411,839,504,884,317,890,170,890.8227,143.8788,893.1773,69.1212,906,248,846,240,850,166,930,174,925,234,942,235,2.2438395664574595,"walking, general",walking
9890,9891,045891652.jpg,-1,-1,-1,-1,387,550,441,540,-1,-1,-1,-1,414,545,403,262,421.5455,216.7145,470.4545,97.2855,369,527,329,402,335,259,470,265,499,346,525,399,3.871669407374551,circuit training,conditioning exercise
9891,9892,096957205.jpg,367,687,354,575,344,399,432,399,447,543,447,670,388,399,377,177,375.6037,142.4913,371.3963,38.5087,275,376,267,277,293,182,460,171,498,246,492,285,3.122030108759363,circuit training,conditioning exercise
9892,9893,029615447.jpg,931,636,929,524,924,407,982,408,1003,524,1016,662,953,408,958,247,954.7321,216.5673,945.2679,128.4327,897,379,884,322,899,259,1017,234,1059,298,1017,376,2.6592389888838497,circuit training,conditioning exercise
9893,9894,062732447.jpg,160,562,165,477,166,392,216,399,216,479,197,543,191,396,184,265,190.3845,240.3133,207.6155,173.6867,132,379,120,323,132,266,235,264,253,317,269,375,2.0645580640902303,circuit training,conditioning exercise
9894,9895,042006267.jpg,811,733,795,608,667,638,612,638,712,598,736,717,640,638,578,417,578.5633,410.5215,587.4367,308.4785,705,269,698,373,617,432,539,401,525,337,532,278,3.0728436341603844,circuit training,conditioning exercise
9895,9896,006114618.jpg,677,1026,887,752,1170,746,1351,822,1168,808,-1,-1,1261,784,1338,427,1327.3784,346.4529,1300.6216,143.5471,1173,577,1197,580,1218,438,1457,415,1528,592,1339,568,6.13987361433442,circuit training,conditioning exercise
9896,9897,048933083.jpg,1094,631,1079,465,1248,448,1354,509,1344,687,1329,838,1301,479,1336,227,1336.0,180.9935,1336.0,44.0065,1075,432,1149,345,1224,220,1447,234,1474,374,1447,509,4.1096102004934725,circuit training,conditioning exercise
9897,9898,081334333.jpg,1017,970,1108,792,1081,587,1019,568,1033,770,922,832,1050,578,1080,339,1094.4095,300.3313,1144.5905,165.6687,1173,525,1119,490,1130,349,1030,328,976,446,1033,479,4.311257821100474,circuit training,conditioning exercise
9898,9899,009875297.jpg,1401,877,1413,727,1475,556,1370,558,1394,744,1430,937,1423,557,1422,248,1417.9289,195.5285,1408.0711,68.4715,1532,441,1604,365,1532,244,1311,251,1249,380,1325,375,3.823163088334056,circuit training,conditioning exercise
9899,9900,006959185.jpg,996,867,926,791,975,658,1021,671,999,872,1116,1065,998,665,998,357,991.7199,339.9099,943.2801,208.0901,926,186,950,262,969,351,1026,362,1034,245,959,156,4.213145143476545,circuit training,conditioning exercise
9900,9901,015363152.jpg,1543,792,1557,650,1546,494,1642,496,1628,656,1592,785,1594,495,1614,283,1615.975,238.6719,1621.025,125.3281,1465,487,1475,372,1525,278,1702,287,1722,386,1745,471,3.4036874122045937,circuit training,conditioning exercise
9901,9902,076440011.jpg,513,663,684,836,660,578,725,575,716,816,672,1016,693,577,687,293,698.1126,217.9335,724.8874,37.0665,851,554,810,410,778,272,595,313,531,478,478,639,5.485142113017674,circuit training,conditioning exercise
9902,9903,072399538.jpg,-1,-1,1127,1065,1257,742,1437,745,1290,1068,-1,-1,1347,744,1028,662,972.0,613.0,727.0,403.0,1161,963,975,897,901,665,1155,659,1378,941,1304,1012,9.681285865007808,circuit training,conditioning exercise
9903,9904,056501777.jpg,-1,-1,734,697,729,583,682,590,686,697,-1,-1,706,587,694,466,700.0,441.0,721.0,360.0,779,621,761,553,741,462,647,469,640,529,627,593,2.519885711694084,"standing, miscellaneous",miscellaneous
9904,9905,046822640.jpg,-1,-1,-1,-1,856,633,786,629,-1,-1,-1,-1,821,631,847,397,847.9415,356.14,851.0585,220.86,942,647,942,540,928,408,766,386,724,510,720,580,4.059477798929315,"walking, general",walking
9905,9906,015650790.jpg,1053,445,941,387,918,259,899,259,792,336,797,456,909,259,783,175,771.1468,153.6284,728.8532,77.3716,737,267,764,240,761,168,805,182,846,250,774,290,2.616,"softball, general",sports
9906,9907,048851835.jpg,1225,386,1230,327,1251,278,1270,282,1253,336,1253,387,1261,280,1265,228,1259.0,216.0,1242.0,180.0,1229,286,1246,261,1252,232,1278,223,1276,255,1271,282,1.2050294602207865,"softball, general",sports
9907,9908,070149790.jpg,1054,714,1034,580,1021,375,936,367,894,476,862,615,979,371,969,195,969.0,147.0,969.0,46.0,960,259,999,264,1039,208,898,182,870,266,912,253,3.021046176409755,"softball, general",sports
9908,9909,098639858.jpg,509,551,573,556,638,471,686,471,788,549,739,537,662,471,678,347,676.8425,331.2288,671.1575,253.7712,727,407,694,402,647,355,708,338,745,387,761,383,2.329978540673712,"softball, general",sports
9909,9910,044150674.jpg,788,526,837,480,817,416,834,420,861,471,865,533,826,418,839,346,848.0409,330.6305,869.9591,293.3695,860,419,836,384,844,347,834,344,838,374,867,386,1.2968885842662046,"softball, general",sports
9910,9911,051818494.jpg,1327,999,1359,865,1318,706,1272,706,1279,860,1236,961,1295,706,1316,522,1319.886,505.7493,1345.114,400.2507,1371,598,1383,607,1342,521,1289,523,1306,588,1339,590,3.254191143740638,"softball, general",sports
9911,9912,052181570.jpg,737,865,712,729,678,578,626,596,633,763,628,904,652,587,627,415,629.6306,372.9104,635.3694,281.0896,717,494,703,503,671,416,582,414,562,528,566,612,2.76,"softball, general",sports
9912,9913,053943436.jpg,-1,-1,1426,783,-1,-1,1437,689,1349,812,1380,1011,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,1380,482,1390,605,1378,696,3.41450084199726,"softball, general",sports
9913,9914,051774066.jpg,930,929,928,759,923,602,875,600,865,751,839,879,899,601,910,424,917.5014,393.0326,941.4986,293.9674,1009,460,976,499,947,424,872,424,829,513,865,535,3.057905165305164,"softball, general",sports
9914,9915,000877476.jpg,1044,701,1044,630,1049,563,1016,568,1021,628,1027,645,1033,566,1024,470,1025.0616,454.607,1028.9384,398.393,1087,533,1075,484,1047,460,1001,480,997,531,1014,525,1.690424798682272,"softball, general",sports
9915,9916,000172482.jpg,1351,958,1281,857,1300,723,1262,720,1204,840,1235,968,1281,722,1249,546,1244.222,505.8645,1233.778,418.1355,1250,638,1298,629,1279,545,1219,547,1221,634,1185,655,2.650452036917476,"softball, general",sports
9916,9917,009766632.jpg,518,496,510,414,504,331,459,327,447,411,424,484,482,329,482,231,482.2326,208.9041,482.7674,158.0959,552,249,552,262,521,229,443,233,430,280,426,273,1.5243306727872397,"softball, general",sports
9917,9918,010155660.jpg,356,448,398,390,357,303,311,302,314,397,280,477,334,303,360,184,362.8874,165.1358,372.1126,104.8642,451,271,427,245,402,188,317,179,290,244,273,282,1.8292031051799575,"softball, general",sports
9918,9919,070489691.jpg,675,551,722,498,637,513,634,530,708,501,701,541,636,522,641,419,643.3405,405.1241,652.6595,349.8759,738,378,704,407,663,408,618,429,613,461,624,495,1.68085692430974,"softball, general",sports
9919,9920,020491603.jpg,708,639,709,527,740,412,804,412,804,548,829,668,772,412,782,254,777.5806,234.2828,760.4194,157.7172,717,235,746,253,759,262,805,245,865,267,886,306,2.353958368365932,"softball, general",sports
9920,9921,089471410.jpg,923,453,897,397,898,333,931,330,921,395,920,472,915,332,901,245,901.5926,230.7765,903.4074,187.2235,872,278,875,269,874,253,928,237,908,264,881,273,1.3077247416792266,"softball, general",sports
9921,9922,092860633.jpg,1014,622,1006,546,932,439,869,429,813,535,723,644,901,434,912,290,913.7931,270.9281,921.2069,192.0719,917,314,938,296,961,282,863,298,845,368,812,445,2.3761212090295394,"softball, general",sports
9922,9923,097589334.jpg,987,580,982,476,960,362,900,365,923,501,926,622,930,364,934,238,934.2304,204.5969,934.7696,126.4031,984,359,1001,323,990,242,878,234,862,317,839,394,2.345869561591181,"softball, general",sports
9923,9924,085128884.jpg,827,647,742,553,728,419,794,406,766,555,787,715,761,413,718,235,705.5901,194.3636,679.4099,108.6364,671,394,687,372,665,270,771,200,848,277,841,322,2.6890712151224254,"softball, general",sports
9924,9925,043336695.jpg,-1,-1,682,594,682,388,768,390,787,575,-1,-1,725,389,721,220,708.2766,143.6597,692.7234,50.3403,623,81,639,155,654,245,787,194,825,281,831,316,2.838196610525775,"softball, general",sports
9925,9926,075867388.jpg,795,751,816,654,803,557,751,557,760,648,764,734,777,557,793,424,799.2729,398.9084,814.7271,337.0916,837,523,861,474,833,433,752,414,707,456,655,497,1.911581544167028,"softball, general",sports
9926,9927,009757917.jpg,885,1069,913,873,836,668,876,656,959,833,888,998,856,662,887,411,894.02,361.86,914.98,215.14,965,607,833,579,849,426,925,396,919,521,962,561,4.446287440101012,"softball, general",sports
9927,9928,004024477.jpg,-1,-1,1737,917,1759,751,1646,742,1605,927,-1,-1,1703,747,1710,504,1712.546,448.2203,1718.454,318.7797,1816,773,1807,660,1807,521,1612,487,1585,624,1552,756,3.8872591886829455,"softball, general",sports
9928,9929,075323641.jpg,1135,577,1067,484,1029,376,970,382,938,484,916,585,1000,379,994,246,996.9637,212.9438,1004.0363,134.0562,938,333,992,322,1025,261,962,230,894,258,840,222,2.3761212090295394,"softball, general",sports
9929,9930,042535527.jpg,104,581,149,484,149,381,211,357,246,458,275,546,180,369,183,242,193.1374,221.7251,229.8626,148.2749,120,362,115,301,128,243,238,240,253,310,229,325,2.463597369701469,"softball, general",sports
9930,9931,099554926.jpg,811,382,817,323,815,274,794,274,797,330,795,390,805,274,813,211,815.2815,194.2689,819.7185,161.7311,798,261,829,242,834,214,791,208,778,249,764,285,0.985170036085142,"softball, general",sports
9931,9932,091599200.jpg,772,710,721,582,797,481,841,497,760,648,-1,-1,819,489,771,288,753.3967,246.1384,706.6033,134.8616,681,421,739,377,747,290,795,286,818,379,812,437,3.621456060757883,frisbee,sports
9932,9933,029785001.jpg,-1,-1,-1,-1,654,553,750,582,-1,-1,-1,-1,702,568,698,236,676.4092,201.3833,598.5908,76.6167,489,231,580,274,640,231,756,241,799,394,791,568,4.411367135027416,frisbee,sports
9933,9934,094979935.jpg,976,676,971,567,976,461,1019,468,1041,593,1037,718,998,465,1021,257,1009.5871,226.1652,975.4129,133.8348,980,420,1000,336,1000,259,1041,254,1032,359,990,455,2.9535605631169983,frisbee,sports
9934,9935,015166696.jpg,-1,-1,1061,662,1044,519,1085,517,1124,663,-1,-1,1065,518,1073,288,1049.3729,251.0967,991.6271,160.9033,1021,482,1040,394,1034,294,1111,282,1125,395,1113,511,3.2128641427859974,frisbee,sports
9935,9936,008196878.jpg,1092,670,1091,573,1092,448,1134,458,1164,593,1179,710,1113,453,1134,290,1126.8478,262.5204,1103.1522,171.4796,1051,437,1083,368,1089,290,1179,290,1196,370,1179,452,2.822220402449106,frisbee,sports
9936,9937,043161552.jpg,779,573,763,477,794,370,829,387,812,524,826,638,812,379,862,245,863.111,239.7374,879.889,160.2626,715,195,783,230,832,221,892,269,889,296,889,312,2.4367978988828765,frisbee,sports
9937,9938,082832297.jpg,737,565,716,472,755,384,800,394,772,500,785,626,778,389,717,248,717.6636,250.4886,696.3364,170.5114,646,368,671,320,686,242,748,253,743,346,747,413,2.483159278016616,frisbee,sports
9938,9939,047342113.jpg,792,551,743,458,840,413,885,423,821,477,858,614,863,418,768,301,762.3074,286.1992,733.6926,211.8008,715,357,733,343,746,301,789,301,818,360,853,413,2.391344391759581,frisbee,sports
9939,9940,082928668.jpg,981,620,945,633,978,555,944,553,877,623,948,625,961,554,884,502,878.0773,498.2395,826.9227,465.7605,923,616,923,552,907,497,861,507,859,570,849,636,1.8178316753759127,frisbee,sports
9940,9941,072968681.jpg,304,415,372,376,448,398,425,415,429,512,462,615,437,407,454,284,447.8318,263.8132,427.1682,196.1868,454,345,493,345,484,289,423,279,384,332,336,298,2.121388224724555,frisbee,sports
9941,9942,020942839.jpg,839,711,841,604,892,532,870,533,889,633,987,633,881,533,884,389,870.2197,369.8508,820.7803,301.1492,906,474,946,445,905,392,863,386,882,444,837,484,2.53924083142974,frisbee,sports
9942,9943,094888162.jpg,987,612,1005,529,1027,460,1067,466,1074,545,1072,622,1047,463,1056,359,1057.7228,342.1552,1063.2772,287.8448,1010,456,1002,405,1019,351,1093,367,1098,418,1098,468,1.6378131761589902,frisbee,sports
9943,9944,006078117.jpg,437,490,529,545,598,530,568,525,515,558,420,481,583,528,684,477,698.9811,468.3471,785.0189,418.6529,620,580,579,527,644,488,724,466,689,497,700,569,2.9807381636098134,frisbee,sports
9944,9945,089827971.jpg,740,568,722,483,693,377,643,386,670,491,699,578,668,382,650,242,649.3323,214.8483,647.6677,147.1517,693,319,726,304,699,246,601,237,557,292,542,252,2.0315117523657102,frisbee,sports
9945,9946,030444345.jpg,1024,612,988,662,1021,533,1092,508,1185,541,1193,676,1057,521,1051,466,1059.652,492.9173,1033.348,411.0827,956,663,962,572,983,474,1119,458,1116,567,1109,663,2.578743880264188,frisbee,sports
9946,9947,050014808.jpg,692,593,594,530,648,423,677,420,640,529,698,614,663,422,679,309,666.261,281.7341,634.739,214.2659,594,413,653,394,660,319,697,298,701,375,636,375,2.234063562211246,frisbee,sports
9947,9948,042235187.jpg,632,626,560,524,599,371,664,374,609,522,612,686,632,373,660,180,655.3895,140.1192,644.6105,46.8808,510,245,534,253,598,175,721,184,736,293,711,374,2.8157840826313367,frisbee,sports
9948,9949,017183456.jpg,1089,631,1077,505,1095,487,1146,524,1140,588,1129,607,1121,506,1113,384,1106.1025,362.3496,1083.8975,292.6504,962,497,1024,450,1063,397,1162,371,1210,426,1230,487,2.1945240941944566,frisbee,sports
9949,9950,035814687.jpg,-1,-1,714,638,714,502,654,506,648,708,-1,-1,684,504,664,303,663.0,283.0,659.0,197.0,737,434,777,391,738,301,589,305,547,391,597,412,2.5797488249827736,frisbee,sports
9950,9951,019293444.jpg,884,573,831,477,921,407,924,399,812,471,876,564,923,403,959,266,966.6977,244.4129,997.3023,158.5871,802,328,895,322,950,285,967,246,946,282,863,237,2.733577875239701,frisbee,sports
9951,9952,020388648.jpg,663,580,638,458,747,416,751,423,755,557,761,691,749,420,705,267,705.106,256.3955,705.894,177.6045,663,219,724,225,734,262,676,272,589,280,596,201,2.363847710830797,frisbee,sports
9952,9953,018705684.jpg,917,420,803,420,707,397,646,402,712,426,762,381,677,400,593,370,588.5572,346.6753,577.4428,288.3247,536,432,577,403,617,381,569,359,521,400,457,415,1.7819898989612706,frisbee,sports
9953,9954,048901738.jpg,580,695,586,615,592,535,556,526,513,576,503,638,574,531,585,431,587.1175,416.37,593.8825,369.63,635,367,645,414,616,430,554,432,513,394,544,356,1.4168133257419622,frisbee,sports
9954,9955,079793137.jpg,726,582,730,480,732,381,790,380,823,482,856,557,761,381,759,253,764.7587,226.6428,779.2413,160.3572,701,322,679,316,705,252,813,253,821,313,831,341,2.0354773395938364,frisbee,sports
9955,9956,056897003.jpg,914,519,900,480,878,443,856,446,852,485,845,520,867,445,867,388,873.2478,370.8866,883.7522,342.1134,908,378,900,399,876,389,858,386,873,385,884,370,0.918921106515679,frisbee,sports
9956,9957,089320659.jpg,-1,-1,1044,670,1038,567,991,569,991,676,-1,-1,1015,568,1007,431,1012.0,398.0,1020.0,340.0,1097,548,1070,505,1055,432,959,429,953,490,978,476,1.7429354549150695,frisbee,sports
9957,9958,063654449.jpg,789,581,795,537,808,463,853,464,893,525,874,529,831,464,866,386,866.6546,385.2615,904.3454,342.7385,900,405,874,445,852,394,880,378,906,381,929,394,1.7046759222796577,frisbee,sports
9958,9959,068934012.jpg,1118,679,1115,580,1108,488,1067,497,1068,591,1065,676,1088,493,1080,362,1072.9641,330.4685,1060.0359,272.5315,1128,474,1139,431,1124,357,1036,367,1038,437,1049,453,1.780858220072558,frisbee,sports
9959,9960,066760723.jpg,296,1071,314,761,330,544,463,559,507,770,519,1049,397,552,468,324,478.0,315.0,673.0,163.0,262,581,265,438,327,296,609,352,696,293,792,302,7.428261707829092,frisbee,sports
9960,9961,044945919.jpg,549,816,557,661,601,545,573,541,543,677,651,786,587,543,612,341,607.5658,301.5593,597.4342,211.4407,647,559,651,467,649,358,575,324,581,420,537,523,2.720588171701112,frisbee,sports
9961,9962,068933882.jpg,-1,-1,-1,-1,1278,1050,1148,1052,-1,-1,-1,-1,1213,1051,1230,680,1215.2686,579.8267,1189.7314,406.1733,1342,1014,1369,873,1347,688,1113,672,1077,873,1079,829,5.265635004441534,frisbee,sports
9962,9963,006970775.jpg,-1,-1,1686,1076,1681,833,1558,833,1565,1076,-1,-1,1620,833,1591,481,1592.2267,406.1699,1594.7733,250.8301,1770,800,1751,648,1714,468,1467,494,1462,667,1479,783,4.66082224505505,frisbee,sports
9963,9964,085985147.jpg,1415,774,1377,668,1347,560,1292,569,1254,666,1263,772,1320,565,1308,375,1304.7288,351.4133,1292.2712,261.5867,1419,514,1392,461,1356,378,1259,372,1248,456,1197,524,2.720588171701112,frisbee,sports
9964,9965,077781214.jpg,1536,775,1525,666,1482,560,1417,574,1388,662,1351,754,1450,567,1433,412,1435.4861,373.4656,1440.5139,295.5344,1626,496,1564,470,1489,404,1376,419,1366,502,1335,584,2.3427983267878605,frisbee,sports
9965,9966,024522996.jpg,1493,470,1572,331,1479,232,1539,225,1628,302,1601,427,1509,229,1712,198,1749.9403,202.1389,1894.0597,217.8611,1637,326,1582,285,1695,181,1729,215,1678,333,1763,395,4.349234415388528,frisbee,sports
9966,9967,076803245.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1591,794,1606.8601,726.0282,1694.1399,351.9718,1459,742,1583,919,1757,770,1425,817,1267,984,1254,724,11.523124576259688,frisbee,sports
9967,9968,007983107.jpg,697,638,694,553,716,497,755,503,758,573,780,610,736,500,739,415,736.1345,386.8662,730.8655,335.1338,699,464,676,466,703,410,774,420,774,471,748,482,1.5599999999999998,frisbee,sports
9968,9969,014833918.jpg,-1,-1,-1,-1,952,716,816,715,-1,-1,-1,-1,883,715,940,403,965.0,322.0,1012.0,173.0,1138,593,1101,627,1055,442,824,364,785,531,842,491,4.677722522766821,frisbee,sports
9969,9970,002213328.jpg,-1,-1,944,668,1016,601,970,599,1028,716,-1,-1,993,600,958,465,957.0,437.0,954.0,370.0,1100,551,1066,495,1005,458,911,471,888,546,919,548,2.0051134631237204,frisbee,sports
9970,9971,062833637.jpg,-1,-1,938,650,925,476,861,512,828,650,952,689,893,494,792,298,795.062,272.2143,807.938,163.7857,985,355,971,367,878,301,706,295,595,293,528,276,3.275714273254003,frisbee,sports
9971,9972,030666863.jpg,-1,-1,-1,-1,1182,706,1106,715,-1,-1,-1,-1,1147,714,1143,328,1135.0,285.0,1096.0,65.0,1047,636,1184,522,1198,326,1087,330,1051,532,892,603,6.704424807543149,frisbee,sports
9972,9973,096157897.jpg,-1,-1,-1,-1,767,638,735,630,629,676,-1,-1,751,634,746,516,741.5334,498.7954,723.4666,429.2046,853,490,804,527,757,521,735,511,688,517,632,492,2.156931153282366,frisbee,sports
9973,9974,057847325.jpg,-1,-1,-1,-1,568,712,543,690,-1,-1,-1,-1,556,701,685,332,715.9511,292.3151,856.0489,112.6849,832,530,657,512,723,313,646,350,617,555,772,613,6.834102720913696,frisbee,sports
9974,9975,098759577.jpg,-1,-1,1108,435,1068,501,1102,410,1176,267,-1,-1,1085,456,935,371,929.5272,357.0693,885.4728,244.9307,798,449,924,490,881,439,989,303,1011,324,896,393,3.6144509956561865,frisbee,sports
9975,9976,037246695.jpg,-1,-1,-1,-1,1090,650,987,647,-1,-1,-1,-1,1039,649,1051,357,1046.0,324.0,1025.0,183.0,1140,521,1264,443,1152,363,949,351,877,443,954,509,4.273078515543565,frisbee,sports
9976,9977,045762663.jpg,1065,614,956,607,947,544,1013,482,1038,528,1186,610,980,513,869,379,868.7823,378.5767,815.2177,274.4233,715,566,779,512,815,414,922,344,997,389,913,385,3.513603278686995,frisbee,sports
9977,9978,032457866.jpg,765,472,795,323,726,238,671,221,710,386,636,455,699,230,784,119,803.0968,111.0275,867.9032,83.9725,789,250,794,154,834,131,734,107,651,172,655,186,2.1068118093460555,frisbee,sports
9978,9979,018288765.jpg,820,535,798,443,841,343,880,353,900,451,912,547,861,348,874,223,879.9406,199.0178,895.0594,137.9822,805,323,791,274,830,213,918,233,913,304,887,370,1.886406106860344,frisbee,sports
9979,9980,014316471.jpg,469,492,402,471,402,396,416,394,419,471,416,540,409,395,407,283,400.1785,260.4039,381.8215,199.5961,371,376,385,338,390,283,423,283,452,333,451,397,1.905545591162804,frisbee,sports
9980,9981,094507920.jpg,745,592,703,497,684,409,626,406,567,515,546,595,655,408,664,271,668.6659,244.9135,681.3341,174.0865,791,353,753,331,714,283,614,259,588,316,582,392,2.15853283505255,frisbee,sports
9981,9982,098681068.jpg,1041,527,1117,488,1099,407,1080,402,1094,469,1080,545,1090,405,1084,289,1089.8478,272.0048,1110.1522,212.9952,1147,349,1106,359,1107,298,1061,280,1033,319,1061,317,1.8721538398326136,frisbee,sports
9982,9983,004490950.jpg,892,561,920,463,974,375,993,378,942,439,1027,519,984,377,1018,262,1013.8181,244.1013,997.1819,172.8987,961,296,988,301,1005,264,1030,259,1057,317,995,315,2.1936052516348514,frisbee,sports
9983,9984,015034587.jpg,1055,548,1069,445,1053,362,1109,354,1130,434,1122,506,1081,358,1073,236,1069.03,221.3961,1048.97,147.6039,1082,391,1053,338,1026,250,1119,221,1133,286,1120,341,2.294103746564222,frisbee,sports
9984,9985,042352409.jpg,646,646,688,480,760,409,699,394,669,570,749,697,730,402,762,168,774.2053,123.8389,804.7947,13.1611,724,199,753,224,829,184,695,152,583,192,630,108,3.444815234522746,frisbee,sports
9985,9986,018633348.jpg,110,431,168,392,93,372,98,366,132,420,107,457,96,369,102,289,103.5108,276.7459,109.4892,228.2541,158,296,120,309,100,284,104,293,122,331,146,319,1.4657694225218372,scraping and painting sailboat or powerboat,home repair
9986,9987,036388039.jpg,142,475,182,404,115,345,120,344,115,433,-1,-1,118,345,125,234,127.0,225.0,141.0,174.0,197,259,165,270,129,229,121,238,146,266,177,263,1.6122927773825697,scraping and painting sailboat or powerboat,home repair
9987,9988,012909635.jpg,-1,-1,160,435,78,360,72,358,68,476,-1,-1,75,359,71,228,82.0,199.0,108.0,131.0,139,275,134,301,90,228,52,227,68,284,103,279,2.174617207694264,scraping and painting sailboat or powerboat,home repair
9988,9989,045651176.jpg,60,347,60,280,43,214,66,212,79,275,60,317,55,213,50,136,51.1554,120.4022,54.8446,70.5978,91,130,68,130,36,128,63,143,92,141,115,134,1.4982229473613065,scraping and painting sailboat or powerboat,home repair
9989,9990,027169462.jpg,552,418,552,361,557,294,586,298,587,360,587,418,572,296,573,207,576.7307,185.1132,584.2693,140.8868,546,285,528,254,543,205,603,209,609,255,591,249,1.3459271897097551,playing with children,home activities
9990,9991,035190506.jpg,697,482,641,417,701,352,686,355,686,445,746,528,694,354,675,224,659.4078,201.3804,619.5922,143.6196,707,293,737,268,695,224,655,224,650,296,597,305,2.1046234817658003,playing with children,home activities
9991,9992,009431265.jpg,-1,-1,849,652,913,495,838,510,807,690,-1,-1,876,503,843,260,840.6274,234.776,826.3726,83.224,824,375,886,361,878,264,807,255,797,379,741,390,4.566626763815935,playing with children,home activities
9992,9993,042812805.jpg,996,528,888,487,925,373,1023,371,1047,528,1080,710,974,372,936,162,935.6836,165.4172,951.3164,-3.4172,739,379,789,280,857,173,1014,150,1097,259,1180,367,5.086697946605439,playing with children,home activities
9993,9994,098325761.jpg,729,439,549,367,625,379,712,386,855,373,669,446,669,383,651,215,647.8851,202.829,600.1149,16.171,708,384,603,313,563,226,739,204,834,278,847,322,5.780214528890775,playing with children,home activities
9994,9995,032883305.jpg,945,546,962,391,1022,302,1102,304,991,317,1052,431,1062,303,995,138,985.0756,113.102,947.9244,19.898,831,269,895,219,946,144,1044,131,1027,205,993,262,3.0100631222617245,"bicycling, general",bicycling
